Name,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Country or Region,Organization Type
Nevada System of Higher Education (NSHE),225,444,39.55555555555556,227,1.3352102222222222,USA,Academic System
University of Kwazulu Natal,222,279,45.94594594594595,228,0.8403297297297297,SOUTH AFRICA,Academic
University of Auckland,220,365,46.81818181818182,229,1.3734504545454547,NEW ZEALAND,Academic
University of South Florida,219,201,25.11415525114155,230,0.6573579908675798,USA,Academic
Jagiellonian University,219,283,36.07305936073059,230,1.129062100456621,POLAND,Academic
Catholic University of the Sacred Heart,218,220,21.55963302752294,232,0.7691816513761468,ITALY,Academic
Institute of Philosophy of the Czech Academy of Sciences,218,129,29.81651376146789,232,0.6343229357798165,CZECH REPUBLIC,Research Institute
Sun Yat Sen University,217,471,39.63133640552996,234,1.6426331797235025,CHINA MAINLAND,Academic
University of Calgary,216,556,37.5,235,1.760502314814815,CANADA,Academic
Calvin University,215,103,21.3953488372093,236,1.3935897674418605,USA,Academic
Birkbeck University London,214,281,32.71028037383177,237,1.8889892523364487,ENGLAND,Academic
Temple University,212,276,32.54716981132076,238,1.2276278301886794,USA,Academic
Concordia University - Canada,212,490,39.62264150943396,238,1.541577358490566,CANADA,Academic
Universidade Nova de Lisboa,212,387,39.62264150943396,238,1.1824943396226415,PORTUGAL,Academic
Nanyang Technological University,212,407,42.45283018867924,238,1.2179023584905662,SINGAPORE,Academic
Harvard Medical School,212,794,60.84905660377359,238,2.464445754716981,USA,Health
Nanyang Technological University & National Institute of Education (NIE) Singapore,212,407,42.45283018867924,238,1.2179023584905662,SINGAPORE,Academic
Roma Tre University,212,125,24.056603773584907,238,0.9406759433962265,ITALY,Academic
Babes Bolyai University from Cluj,209,287,34.44976076555024,245,1.8500114832535886,ROMANIA,Academic
University of Alabama System,208,501,45.19230769230769,246,1.5287264423076923,USA,Academic System
University of Basque Country,208,454,36.53846153846153,246,1.53276875,SPAIN,Academic
Rice University,207,298,34.78260869565217,248,1.5944458937198067,USA,Academic
Autonomous University of Barcelona,207,308,31.40096618357488,248,1.5498473429951691,SPAIN,Academic
University of Sussex,205,919,44.390243902439025,250,2.8080331707317074,ENGLAND,Academic
Pontificia Universidade Catolica do Parana,204,90,18.627450980392158,251,0.4078460784313726,BRAZIL,Academic
Queens University - Canada,204,494,40.68627450980392,251,2.1870892156862745,CANADA,Academic
Erasmus University Rotterdam,203,1175,61.083743842364534,253,3.080758620689655,NETHERLANDS,Academic
